industry_code,industry_name,indivs,pacs,total,last_updated,cycle,cid
Q03,Leadership PACs,0,227200,227200,03/20/2023,2022,N00035670
F10,Real Estate,197659,22000,219659,03/20/2023,2022,N00035670
F09,Insurance,26580,83000,109580,03/20/2023,2022,N00035670
K01,Lawyers/Law Firms,87821,21250,109071,03/20/2023,2022,N00035670
F13,Misc Finance,85575,2000,87575,03/20/2023,2022,N00035670
K02,Lobbyists,80320,1000,81320,03/20/2023,2022,N00035670
N15,Misc Manufacturing & Distributing,62454,12000,74454,03/20/2023,2022,N00035670
W06,Retired,360413,0,360413,03/20/2023,2022,N00036351
Q03,Leadership PACs,0,246200,246200,03/20/2023,2022,N00036351
F07,Securities & Investment,187218,27500,214718,03/20/2023,2022,N00036351
F10,Real Estate,140406,35500,175906,03/20/2023,2022,N00036351
Q01,Republican/Conservative,79419,27250,106669,03/20/2023,2022,N00036351
F09,Insurance,27901,54900,82801,03/20/2023,2022,N00036351
E01,Oil & Gas,68724,13000,81724,03/20/2023,2022,N00036351
K01,Lawyers/Law Firms,43484,3000,46484,03/20/2023,2022,N00036351
F03,Commercial Banks,13961,32000,45961,03/20/2023,2022,N00036351
Q16,Candidate Committees,0,42500,42500,03/20/2023,2022,N00036351
W06,Retired,199353,0,199353,03/20/2023,2022,N00041873
F07,Securities & Investment,132500,0,132500,03/20/2023,2022,N00041873
Q01,Republican/Conservative,77543,19000,96543,03/20/2023,2022,N00041873
H01,Health Professionals,59722,25500,85222,03/20/2023,2022,N00041873
F10,Real Estate,76400,6000,82400,03/20/2023,2022,N00041873
F03,Commercial Banks,33940,6000,39940,03/20/2023,2022,N00041873
C01,General Contractors,35850,2500,38350,03/20/2023,2022,N00041873
Q05,Pro-Israel,26200,11500,37700,03/20/2023,2022,N00041873
M02,Automotive,21700,11000,32700,03/20/2023,2022,N00041873
N02,"Beer, Wine & Liquor",17500,12000,29500,03/20/2023,2022,N00041873
Q03,Leadership PACs,0,184700,184700,03/20/2023,2022,N00002221
K02,Lobbyists,47000,0,47000,03/20/2023,2022,N00002221
H04,Pharmaceuticals/Health Products,13400,26500,39900,03/20/2023,2022,N00002221
H01,Health Professionals,30250,3000,33250,03/20/2023,2022,N00002221
H03,Health Services/HMOs,11200,16000,27200,03/20/2023,2022,N00002221
F09,Insurance,15000,8500,23500,03/20/2023,2022,N00002221
F07,Securities & Investment,8600,12500,21100,03/20/2023,2022,N00002221
W06,Retired,20150,0,20150,03/20/2023,2022,N00002221
A02,Tobacco,5600,10000,15600,03/20/2023,2022,N00002221
M04,Railroads,0,15000,15000,03/20/2023,2022,N00002221
W06,Retired,103555,0,103555,03/20/2023,2022,N00026368
N15,Misc Manufacturing & Distributing,84125,3000,87125,03/20/2023,2022,N00026368
F07,Securities & Investment,60270,12000,72270,03/20/2023,2022,N00026368
F10,Real Estate,44225,20500,64725,03/20/2023,2022,N00026368
E08,Electric Utilities,500,57000,57500,03/20/2023,2022,N00026368
F09,Insurance,10525,41000,51525,03/20/2023,2022,N00026368
Q03,Leadership PACs,0,50900,50900,03/20/2023,2022,N00026368
E01,Oil & Gas,19050,29000,48050,03/20/2023,2022,N00026368
M02,Automotive,18700,25000,43700,03/20/2023,2022,N00026368
H01,Health Professionals,13352,29500,42852,03/20/2023,2022,N00026368
A01,Crop Production & Basic Processing,111120,87000,198120,03/20/2023,2022,N00047972
Q03,Leadership PACs,60,179000,179060,03/20/2023,2022,N00047972
F07,Securities & Investment,128110,13500,141610,03/20/2023,2022,N00047972
W06,Retired,86844,0,86844,03/20/2023,2022,N00047972
K02,Lobbyists,75975,0,75975,03/20/2023,2022,N00047972
H01,Health Professionals,53384,22500,75884,03/20/2023,2022,N00047972
F10,Real Estate,54104,16500,70604,03/20/2023,2022,N00047972
C01,General Contractors,55850,14500,70350,03/20/2023,2022,N00047972
F09,Insurance,24400,45750,70150,03/20/2023,2022,N00047972
Q16,Candidate Committees,0,62991,62991,03/20/2023,2022,N00047972
P04,Public Sector Unions,0,9000,9000,03/20/2023,2022,N00008122
P01,Building Trade Unions,0,5000,5000,03/20/2023,2022,N00008122
P03,Transportation Unions,0,5000,5000,03/20/2023,2022,N00008122
H01,Health Professionals,0,3000,3000,03/20/2023,2022,N00008122
A07,Agricultural Services/Products,0,2500,2500,03/20/2023,2022,N00008122
M01,Air Transport,0,2000,2000,03/20/2023,2022,N00008122
M04,Railroads,0,1000,1000,03/20/2023,2022,N00008122
Q16,Candidate Committees,0,1000,1000,03/20/2023,2022,N00008122
W06,Retired,633741,0,633741,03/20/2023,2022,N00050407
K01,Lawyers/Law Firms,206647,10000,216647,03/20/2023,2022,N00050407
H01,Health Professionals,129946,8000,137946,03/20/2023,2022,N00050407
W04,Education,136680,0,136680,03/20/2023,2022,N00050407
F10,Real Estate,113472,2500,115972,03/20/2023,2022,N00050407
F03,Commercial Banks,107896,0,107896,03/20/2023,2022,N00050407
Q02,Democratic/Liberal,51210,39750,90960,03/20/2023,2022,N00050407
Q03,Leadership PACs,0,90500,90500,03/20/2023,2022,N00050407
F07,Securities & Investment,79055,0,79055,03/20/2023,2022,N00050407
B12,Electronics Mfg & Equip,65767,0,65767,03/20/2023,2022,N00050407
K01,Lawyers/Law Firms,140435,13750,154185,03/20/2023,2022,N00004724
W06,Retired,130122,0,130122,03/20/2023,2022,N00004724
H01,Health Professionals,17140,76000,93140,03/20/2023,2022,N00004724
Q02,Democratic/Liberal,63860,8675,72535,03/20/2023,2022,N00004724
Q05,Pro-Israel,54042,4500,58542,03/20/2023,2022,N00004724
P04,Public Sector Unions,0,49500,49500,03/20/2023,2022,N00004724
N05,Business Services,47400,0,47400,03/20/2023,2022,N00004724
P02,Industrial Unions,0,47000,47000,03/20/2023,2022,N00004724
F07,Securities & Investment,42535,4250,46785,03/20/2023,2022,N00004724
P05,Misc Unions,175,45000,45175,03/20/2023,2022,N00004724
W06,Retired,587515,0,587515,03/20/2023,2022,N00049142
F07,Securities & Investment,216757,0,216757,03/20/2023,2022,N00049142
Q02,Democratic/Liberal,176420,36900,213320,03/20/2023,2022,N00049142
K01,Lawyers/Law Firms,145482,10000,155482,03/20/2023,2022,N00049142
W04,Education,128630,0,128630,03/20/2023,2022,N00049142
Q03,Leadership PACs,0,100900,100900,03/20/2023,2022,N00049142
H01,Health Professionals,75429,0,75429,03/20/2023,2022,N00049142
F10,Real Estate,63634,1300,64934,03/20/2023,2022,N00049142
Q16,Candidate Committees,0,56000,56000,03/20/2023,2022,N00049142
N05,Business Services,53949,0,53949,03/20/2023,2022,N00049142
W06,Retired,543952,0,543952,03/20/2023,2022,N00045793
F07,Securities & Investment,270953,0,270953,03/20/2023,2022,N00045793
Q03,Leadership PACs,0,250000,250000,03/20/2023,2022,N00045793
Q01,Republican/Conservative,210678,36900,247578,03/20/2023,2022,N00045793
F10,Real Estate,245504,0,245504,03/20/2023,2022,N00045793
E01,Oil & Gas,96682,42400,139082,03/20/2023,2022,N00045793
F09,Insurance,57255,31500,88755,03/20/2023,2022,N00045793
H01,Health Professionals,52053,10000,62053,03/20/2023,2022,N00045793
A06,Livestock,49987,6000,55987,03/20/2023,2022,N00045793
A01,Crop Production & Basic Processing,43346,500,43846,03/20/2023,2022,N00045793
K01,Lawyers/Law Firms,2244088,151550,2395638,03/20/2023,2022,N00033177
W06,Retired,1812212,0,1812212,03/20/2023,2022,N00033177
F07,Securities & Investment,1435145,75500,1510645,03/20/2023,2022,N00033177
F10,Real Estate,845527,47900,893427,03/20/2023,2022,N00033177
H01,Health Professionals,495817,119000,614817,03/20/2023,2022,N00033177
W04,Education,560079,0,560079,03/20/2023,2022,N00033177
K02,Lobbyists,544306,9000,553306,03/20/2023,2022,N00033177
Q02,Democratic/Liberal,511344,10876,522220,03/20/2023,2022,N00033177
N05,Business Services,498928,6500,505428,03/20/2023,2022,N00033177
Q03,Leadership PACs,2000,370185,372185,03/20/2023,2022,N00033177
W06,Retired,47400,0,47400,03/20/2023,2022,N00029649
H03,Health Services/HMOs,17500,3500,21000,03/20/2023,2022,N00029649
F07,Securities & Investment,19800,0,19800,03/20/2023,2022,N00029649
K01,Lawyers/Law Firms,8249,6000,14249,03/20/2023,2022,N00029649
H04,Pharmaceuticals/Health Products,7650,2500,10150,03/20/2023,2022,N00029649
W04,Education,9300,0,9300,03/20/2023,2022,N00029649
P04,Public Sector Unions,0,6500,6500,03/20/2023,2022,N00029649
W02,Non-Profit Institutions,6400,0,6400,03/20/2023,2022,N00029649
D03,Misc Defense,5300,1000,6300,03/20/2023,2022,N00029649
F06,Finance/Credit Companies,5800,0,5800,03/20/2023,2022,N00029649
W06,Retired,154812,0,154812,03/20/2023,2022,N00029891
B12,Electronics Mfg & Equip,47310,72300,119610,03/20/2023,2022,N00029891
P04,Public Sector Unions,0,118000,118000,03/20/2023,2022,N00029891
D03,Misc Defense,46431,48900,95331,03/20/2023,2022,N00029891
F10,Real Estate,82889,12000,94889,03/20/2023,2022,N00029891
K01,Lawyers/Law Firms,43940,25500,69440,03/20/2023,2022,N00029891
K02,Lobbyists,48148,0,48148,03/20/2023,2022,N00029891
P03,Transportation Unions,1000,43400,44400,03/20/2023,2022,N00029891
B09,Telecom Services,18150,22000,40150,03/20/2023,2022,N00029891
F11,Accountants,3200,35000,38200,03/20/2023,2022,N00029891
W06,Retired,1826447,0,1826447,03/20/2023,2022,N00027894
Q01,Republican/Conservative,1384909,19450,1404359,03/20/2023,2022,N00027894
F10,Real Estate,146848,5000,151848,03/20/2023,2022,N00027894
F07,Securities & Investment,103021,0,103021,03/20/2023,2022,N00027894
H01,Health Professionals,87486,6000,93486,03/20/2023,2022,N00027894
N15,Misc Manufacturing & Distributing,59880,3900,63780,03/20/2023,2022,N00027894
C03,Special Trade Contractors,50800,0,50800,03/20/2023,2022,N00027894
Q13,Gun Rights,31752,16300,48052,03/20/2023,2022,N00027894
B02,TV/Movies/Music,17234,25000,42234,03/20/2023,2022,N00027894
F09,Insurance,35662,5000,40662,03/20/2023,2022,N00027894
P03,Transportation Unions,0,52500,52500,03/20/2023,2022,N00036999
P04,Public Sector Unions,0,33000,33000,03/20/2023,2022,N00036999
D03,Misc Defense,2000,26250,28250,03/20/2023,2022,N00036999
K02,Lobbyists,25222,0,25222,03/20/2023,2022,N00036999
K01,Lawyers/Law Firms,10900,11500,22400,03/20/2023,2022,N00036999
W06,Retired,22000,0,22000,03/20/2023,2022,N00036999
M01,Air Transport,0,21500,21500,03/20/2023,2022,N00036999
E08,Electric Utilities,0,21500,21500,03/20/2023,2022,N00036999
F10,Real Estate,12750,7000,19750,03/20/2023,2022,N00036999
P01,Building Trade Unions,0,19500,19500,03/20/2023,2022,N00036999
H04,Pharmaceuticals/Health Products,7900,335800,343700,03/20/2023,2022,N00029675
H01,Health Professionals,24850,254000,278850,03/20/2023,2022,N00029675
H03,Health Services/HMOs,25300,151500,176800,03/20/2023,2022,N00029675
K02,Lobbyists,123400,1250,124650,03/20/2023,2022,N00029675
F09,Insurance,10950,82500,93450,03/20/2023,2022,N00029675
Q03,Leadership PACs,0,79400,79400,03/20/2023,2022,N00029675
B09,Telecom Services,14600,60000,74600,03/20/2023,2022,N00029675
H02,Hospitals/Nursing Homes,9800,50500,60300,03/20/2023,2022,N00029675
M02,Automotive,6200,49000,55200,03/20/2023,2022,N00029675
E01,Oil & Gas,3900,50000,53900,03/20/2023,2022,N00029675
K01,Lawyers/Law Firms,2751877,34108,2785985,03/20/2023,2022,N00027658
F07,Securities & Investment,1659310,21000,1680310,03/20/2023,2022,N00027658
W06,Retired,1534276,0,1534276,03/20/2023,2022,N00027658
F10,Real Estate,723896,17000,740896,03/20/2023,2022,N00027658
B02,TV/Movies/Music,578231,7000,585231,03/20/2023,2022,N00027658
W04,Education,577113,0,577113,03/20/2023,2022,N00027658
N05,Business Services,492342,11000,503342,03/20/2023,2022,N00027658
B01,Printing & Publishing,453851,1000,454851,03/20/2023,2022,N00027658
H01,Health Professionals,403931,12500,416431,03/20/2023,2022,N00027658
Q03,Leadership PACs,0,393200,393200,03/20/2023,2022,N00027658
W06,Retired,115094,0,115094,03/20/2023,2022,N00046067
F10,Real Estate,85298,8500,93798,03/20/2023,2022,N00046067
E01,Oil & Gas,34745,38000,72745,03/20/2023,2022,N00046067
F07,Securities & Investment,70149,0,70149,03/20/2023,2022,N00046067
Q01,Republican/Conservative,27905,10250,38155,03/20/2023,2022,N00046067
Q03,Leadership PACs,0,34350,34350,03/20/2023,2022,N00046067
A01,Crop Production & Basic Processing,5800,25000,30800,03/20/2023,2022,N00046067
W02,Non-Profit Institutions,29790,0,29790,03/20/2023,2022,N00046067
H01,Health Professionals,23975,4500,28475,03/20/2023,2022,N00046067
C01,General Contractors,14851,11000,25851,03/20/2023,2022,N00046067
W06,Retired,735202,0,735202,03/20/2023,2022,N00001489
F07,Securities & Investment,325593,141800,467393,03/20/2023,2022,N00001489
Q01,Republican/Conservative,421296,9418,430714,03/20/2023,2022,N00001489
F09,Insurance,83784,228750,312534,03/20/2023,2022,N00001489
K01,Lawyers/Law Firms,224455,67965,292420,03/20/2023,2022,N00001489
F03,Commercial Banks,87465,121000,208465,03/20/2023,2022,N00001489
H04,Pharmaceuticals/Health Products,39937,160214,200151,03/20/2023,2022,N00001489
F10,Real Estate,145187,29000,174187,03/20/2023,2022,N00001489
K02,Lobbyists,128882,2800,131682,03/20/2023,2022,N00001489
N15,Misc Manufacturing & Distributing,75490,44332,119822,03/20/2023,2022,N00001489
W06,Retired,543235,0,543235,03/20/2023,2022,N00009771
Q03,Leadership PACs,0,417500,417500,03/20/2023,2022,N00009771
F07,Securities & Investment,369651,47639,417290,03/20/2023,2022,N00009771
E01,Oil & Gas,128794,236000,364794,03/20/2023,2022,N00009771
K01,Lawyers/Law Firms,173228,93750,266978,03/20/2023,2022,N00009771
H01,Health Professionals,72432,121500,193932,03/20/2023,2022,N00009771
N13,Chemical & Related Manufacturing,30610,152400,183010,03/20/2023,2022,N00009771
F09,Insurance,34587,145500,180087,03/20/2023,2022,N00009771
E08,Electric Utilities,59615,110500,170115,03/20/2023,2022,N00009771
K02,Lobbyists,166668,2800,169468,03/20/2023,2022,N00009771
M01,Air Transport,22029,211500,233529,03/20/2023,2022,N00009759
P03,Transportation Unions,250,146000,146250,03/20/2023,2022,N00009759
W06,Retired,81399,0,81399,03/20/2023,2022,N00009759
K02,Lobbyists,62050,1000,63050,03/20/2023,2022,N00009759
E01,Oil & Gas,5800,56000,61800,03/20/2023,2022,N00009759
M05,Sea Transport,13570,48000,61570,03/20/2023,2022,N00009759
P01,Building Trade Unions,0,52500,52500,03/20/2023,2022,N00009759
K01,Lawyers/Law Firms,22680,26250,48930,03/20/2023,2022,N00009759
C05,Building Materials & Equipment,25,48250,48275,03/20/2023,2022,N00009759
D03,Misc Defense,0,33500,33500,03/20/2023,2022,N00009759
P04,Public Sector Unions,0,33500,33500,03/20/2023,2022,N00009759
F07,Securities & Investment,478068,27000,505068,03/20/2023,2022,N00038779
W06,Retired,335316,0,335316,03/20/2023,2022,N00038779
Q03,Leadership PACs,0,305600,305600,03/20/2023,2022,N00038779
F10,Real Estate,189437,46500,235937,03/20/2023,2022,N00038779
H01,Health Professionals,35615,160000,195615,03/20/2023,2022,N00038779
P03,Transportation Unions,0,146500,146500,03/20/2023,2022,N00038779
F09,Insurance,45400,80500,125900,03/20/2023,2022,N00038779
Q01,Republican/Conservative,45501,66900,112401,03/20/2023,2022,N00038779
K01,Lawyers/Law Firms,60915,43000,103915,03/20/2023,2022,N00038779
Q10,Misc Issues,64150,35000,99150,03/20/2023,2022,N00038779
F07,Securities & Investment,330269,65500,395769,03/20/2023,2022,N00033638
Q03,Leadership PACs,34075,323668,357743,03/20/2023,2022,N00033638
W06,Retired,267670,0,267670,03/20/2023,2022,N00033638
Q02,Democratic/Liberal,181542,82876,264418,03/20/2023,2022,N00033638
K01,Lawyers/Law Firms,142114,62755,204869,03/20/2023,2022,N00033638
F10,Real Estate,132866,66000,198866,03/20/2023,2022,N00033638
H01,Health Professionals,90033,100000,190033,03/20/2023,2022,N00033638
K02,Lobbyists,138155,1000,139155,03/20/2023,2022,N00033638
Q16,Candidate Committees,0,128951,128951,03/20/2023,2022,N00033638
N07,Casinos/Gambling,77735,44500,122235,03/20/2023,2022,N00033638
F07,Securities & Investment,1128480,0,1128480,03/20/2023,2022,N00026427
W06,Retired,495074,0,495074,03/20/2023,2022,N00026427
K01,Lawyers/Law Firms,297440,0,297440,03/20/2023,2022,N00026427
B13,Internet,242710,0,242710,03/20/2023,2022,N00026427
B12,Electronics Mfg & Equip,206396,0,206396,03/20/2023,2022,N00026427
Q02,Democratic/Liberal,191929,0,191929,03/20/2023,2022,N00026427
W04,Education,191224,0,191224,03/20/2023,2022,N00026427
F10,Real Estate,170671,0,170671,03/20/2023,2022,N00026427
N05,Business Services,166278,0,166278,03/20/2023,2022,N00026427
F13,Misc Finance,134342,0,134342,03/20/2023,2022,N00026427
H01,Health Professionals,872787,359689,1232476,03/20/2023,2022,N00030245
F07,Securities & Investment,1103967,76800,1180767,03/20/2023,2022,N00030245
W06,Retired,918479,0,918479,03/20/2023,2022,N00030245
E01,Oil & Gas,310383,261600,571983,03/20/2023,2022,N00030245
H04,Pharmaceuticals/Health Products,178616,363050,541666,03/20/2023,2022,N00030245
K01,Lawyers/Law Firms,400458,137000,537458,03/20/2023,2022,N00030245
F10,Real Estate,489382,32000,521382,03/20/2023,2022,N00030245
Q03,Leadership PACs,24217,482900,507117,03/20/2023,2022,N00030245
H03,Health Services/HMOs,285982,155400,441382,03/20/2023,2022,N00030245
F09,Insurance,151170,184000,335170,03/20/2023,2022,N00030245
A01,Crop Production & Basic Processing,53150,113800,166950,03/20/2023,2022,N00026341
F07,Securities & Investment,125325,0,125325,03/20/2023,2022,N00026341
F10,Real Estate,97791,26000,123791,03/20/2023,2022,N00026341
E01,Oil & Gas,12900,93000,105900,03/20/2023,2022,N00026341
A07,Agricultural Services/Products,6200,97500,103700,03/20/2023,2022,N00026341
W06,Retired,103590,0,103590,03/20/2023,2022,N00026341
A04,Dairy,18700,45000,63700,03/20/2023,2022,N00026341
E08,Electric Utilities,4000,55999,59999,03/20/2023,2022,N00026341
H01,Health Professionals,41350,10000,51350,03/20/2023,2022,N00026341
Q05,Pro-Israel,40775,7900,48675,03/20/2023,2022,N00026341
W06,Retired,28924148,0,28924148,03/20/2023,2022,N00046489
W04,Education,7548318,0,7548318,03/20/2023,2022,N00046489
K01,Lawyers/Law Firms,6756466,102507,6858973,03/20/2023,2022,N00046489
H01,Health Professionals,3585429,63500,3648929,03/20/2023,2022,N00046489
F07,Securities & Investment,3209734,30500,3240234,03/20/2023,2022,N00046489
W03,Civil Servants/Public Officials,2664229,0,2664229,03/20/2023,2022,N00046489
Q02,Democratic/Liberal,2293284,199254,2492538,03/20/2023,2022,N00046489
F10,Real Estate,2333723,45000,2378723,03/20/2023,2022,N00046489
B02,TV/Movies/Music,2059098,14000,2073098,03/20/2023,2022,N00046489
B12,Electronics Mfg & Equip,2056121,1500,2057621,03/20/2023,2022,N00046489
K01,Lawyers/Law Firms,534649,53450,588099,03/20/2023,2022,N00007364
W06,Retired,571567,0,571567,03/20/2023,2022,N00007364
F07,Securities & Investment,452613,14500,467113,03/20/2023,2022,N00007364
F10,Real Estate,426153,28400,454553,03/20/2023,2022,N00007364
B02,TV/Movies/Music,274497,37250,311747,03/20/2023,2022,N00007364
Q08,Women's Issues,259555,30199,289754,03/20/2023,2022,N00007364
K02,Lobbyists,278542,3500,282042,03/20/2023,2022,N00007364
A01,Crop Production & Basic Processing,169720,44250,213970,03/20/2023,2022,N00007364
N05,Business Services,184180,0,184180,03/20/2023,2022,N00007364
H01,Health Professionals,132994,50300,183294,03/20/2023,2022,N00007364
W06,Retired,579824,0,579824,03/20/2023,2022,N00048315
Q03,Leadership PACs,0,290000,290000,03/20/2023,2022,N00048315
