cid,firstlast,lastname,party,office,gender,first_elected,exit_code,comments,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,feccandid,twitter_id,youtube_url,facebook_id,birthdate,state
N00044559,Teresa Leger Fernandez,Fernandez,D,NM03,F,2020,0,,202225-6190,202226-1528,https://fernandez.house.gov/,,"1432 Longworth House Office Building Washington, DC  20515",L000273,,,@RepTeresaLF,,,07/01/59,NM
N00029835,Martin Heinrich,Heinrich,D,NMS1,M,2012,0,,202-224-5521,202-225-4975,https://www.heinrich.senate.gov,http://www.heinrich.senate.gov/contact,303 Hart Senate Office Building,H001046,74517,H8NM01224,MartinHeinrich,https://youtube.com/SenMartinHeinrich,MartinHeinrich,1971-10-17,NM
N00029562,Ben Ray Lujan,Lujan,D,NMS2,M,2020,0,,202-225-6190,202-226-1528,https://lujan.house.gov,https://forms.house.gov/lujan/contact-form.shtml,2231 Rayburn House Office Building,L000570,102842,H8NM03196,RepBenRayLujan,https://youtube.com/Repbenraylujan,RepBenRayLujan,1972-06-07,NM
N00049197,Harriet Hageman,Hageman,R,WY01,F,2022,0,,,,,,,H001096,,H2WY00166,,,,,WY
N00006236,John Barrasso,Barrasso,R,WYS1,M,2007,0,,202-224-6441,202-224-1724,https://www.barrasso.senate.gov,https://www.barrasso.senate.gov/public/index.cfm/contact-form,307 Dirksen Senate Office Building,B001261,52662,S6WY00068,SenJohnBarrasso,https://youtube.com/barrassowyo,johnbarrasso,1952-07-21,WY
N00029788,Cynthia Lummis,Lummis,R,WYS2,F,2020,0,,202-225-2311,202-225-3057,http://lummis.house.gov,http://lummis.house.gov/contact/,2433 Rayburn House Office Building,L000571,15546,H8WY00148,CynthiaLummis,http://youtube.com/CynthiaLummis,,1954-09-10,WY
N00049718,Greg Landsman,Landsman,D,OH01,M,2022,0,,,,,,,L000601,,H2OH01194,,,,,OH
N00033310,Brad Wenstrup,Wenstrup,R,OH02,M,2012,0,,202-225-3164,202-225-1992,http://wenstrup.house.gov,http://wenstrup.house.gov/contact/,2419 Rayburn House Office Building,W000815,135326,H2OH02085,RepBradWenstrup,https://youtube.com/repbradwenstrup,RepBradWenstrup,1958-06-17,OH
N00033904,Joyce Beatty,Beatty,D,OH03,F,2012,0,,202-225-4324,202-225-1984,http://beatty.house.gov,https://beattyforms.house.gov/forms/writeyourrep/,133 Cannon House Office Building,B001281,2427,H2OH03125,RepBeatty,,RepJoyceBeatty,1950-03-12,OH
N00027894,Jim Jordan,Jordan,R,OH04,M,2006,0,,202-225-2676,202-226-0577,http://jordan.house.gov,http://jordan.house.gov/contact/,2056 Rayburn House Office Building,J000289,8158,H6OH04082,Jim_Jordan,https://youtube.com/RepJimJordan,repjimjordan,1964-02-17,OH
N00012233,Bob Latta,Latta,R,OH05,M,2007,0,,202-225-6405,202-225-1985,http://latta.house.gov,https://latta.house.gov/contact/contactform.htm,2448 Rayburn House Office Building,L000566,9926,H8OH05036,BobLatta,https://youtube.com/CongressmanBobLatta,boblatta,1956-04-18,OH
N00032088,Bill Johnson,Johnson,R,OH06,M,2010,0,,202-225-5705,202-225-5907,http://billjohnson.house.gov,http://billjohnson.house.gov/contact/default.aspx,1710 Longworth House Office Building,J000292,120649,H0OH06189,RepBillJohnson,https://youtube.com/RepBillJohnson,RepBillJohnson,1954-11-10,OH
N00048277,Max Miller,Miller,R,OH07,M,2022,0,,,,,,,M001222,,H2OH16051,,,,,OH
N00038767,Warren Davidson,Davidson,R,OH08,M,2016,0,,202-225-6205,,https://davidson.house.gov,,1004 Longworth House Office Building,D000626,,H6OH08315,WarrenDavidson,,CongressmanWarrenDavidson,1970-03-01,OH
N00003522,Marcy Kaptur,Kaptur,D,OH09,F,1982,0,,202-225-4146,202-225-7711,https://kaptur.house.gov,https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml,2186 Rayburn House Office Building,K000009,27016,H2OH09031,RepMarcyKaptur,https://youtube.com/USRepMarcyKaptur,RepresentativeMarcyKaptur,1946-06-17,OH
N00025175,Michael R Turner,Turner,R,OH10,M,2002,0,,202-225-6465,202-225-6754,https://turner.house.gov,http://turner.house.gov/contact/,2368 Rayburn House Office Building,T000463,45519,H2OH03067,RepMikeTurner,https://youtube.com/CongressmanTurner,RepMikeTurner,1960-01-11,OH
N00047875,Shontel Brown,Brown,D,OH11,F,2021,0,,,,,,,,,,,,,,OH
N00042194,Troy Balderson,Balderson,R,OH12,M,2018,0,,202-225-5355,,https://balderson.house.gov/,,1221 Longworth House Office Building,B001306,,H8OH12180,RepBalderson,,,1962-01-16,OH
N00050165,Emilia Sykes,Sykes,D,OH13,F,2022,0,,,,,,,S001223,,H2OH13264,,,,,OH
N00035007,David P Joyce,Joynce,R,OH14,M,2012,0,,202-225-5731,202-225-3307,https://joyce.house.gov,https://joyce.house.gov/email-me,1124 Longworth House Office Building,J000295,143052,H2OH14064,RepDaveJoyce,https://youtube.com/repdavejoyce,RepDaveJoyce,1957-03-17,OH
N00048568,Mike Carey,Carey,R,OH15,M,2021,0,,,,,,,,,,,,,,OH
N00003535,Sherrod Brown,Brown,D,OHS1,M,2006,0,,202-224-2315,202-228-6321,https://www.brown.senate.gov,http://www.brown.senate.gov/contact/,713 Hart Senate Office Building,B000944,27018,H2OH13033,SenSherrodBrown,https://youtube.com/SherrodBrownOhio,SenatorSherrodBrown,1952-11-09,OH
N00048832,J D Vance,Vance,R,OHS2,M,2022,0,,,,,,,V000137,,S2OH00436,,,,,OH
N00050419,Nick LaLota,LaLota,R,NY01,M,2022,0,,,,,,,L000598,,H2NY01190,,,,,NY
N00046030,Andrew Garbarino,Garbarino,R,NY02,M,2020,0,,202225-7896,202226-2279,https://garbarino.house.gov/,,"1516 Longworth House Office Building, Washington, DC 20515",G000597,,,@RepGarbarino,,RepAndrewGarbarino,09/27/84,NY
N00046427,George Santos,Santos,R,NY03,M,2022,4,Retiring at end of 118th Congress,,,,,,S001222,,H0NY03083,,,,,NY
N00050681,Anthony D'Esposito,D'Esposito,R,NY04,M,2022,0,,,,,,,D000632,,H2NY04277,,,,,NY
N00001171,Gregory Meeks,Meeks,D,NY05,M,1998,0,,202-225-3461,202-226-4169,http://meeks.house.gov,https://meeks.house.gov/contact-me/email-me,2234 Rayburn House Office Building,M001137,4360,H8NY06048,GregoryMeeks,https://youtube.com/gwmeeks,gregorymeeksny05,1953-09-25,NY
N00034547,Grace Meng,Meng,D,NY06,F,2012,0,,202-225-2601,202-225-1589,http://meng.house.gov,https://meng.house.gov/contact/email-me,1317 Longworth House Office Building,M001188,69157,H2NY06116,RepGraceMeng,,repgracemeng,1975-10-01,NY
N00001102,Nydia Velazquez,Velazquez,D,NY07,F,1992,0,,202-225-2361,202-226-0327,https://velazquez.house.gov,http://velazquez.house.gov/IMA/issue_subscribe.shtml,2302 Rayburn House Office Building,V000081,26975,H2NY00010,NydiaVelazquez,https://youtube.com/nydiavelazquez,8037068318,1953-03-28,NY
N00033640,Hakeem Jeffries,Jeffries,D,NY08,M,2012,0,,202-225-5936,,http://jeffries.house.gov,https://jeffriesforms.house.gov/contact/,1607 Longworth House Office Building,J000294,55285,H2NY10092,RepJeffries,,RepHakeemJeffries,1970-08-04,NY
N00026961,Yvette Clarke,Clarke,D,NY09,F,2006,0,,202-225-6231,202-226-0112,https://clarke.house.gov,https://clarke.house.gov/contact/email-me,2058 Rayburn House Office Building,C001067,44741,H4NY11138,RepYvetteClarke,https://youtube.com/repyvetteclarke,repyvettedclarke,1964-11-21,NY
N00051424,Dan Goldman,Goldman,D,NY10,M,2022,0,,,,,,,G000599,,H2NY10308,,,,,NY
N00044040,Nicole Malliotakis,Malliotakis,R,NY11,F,2020,0,,202225-3371,,https://malliotakis.house.gov/,,"417 Cannon House Office Building, Washington, DC 20515",M000317,,,@RepMalliotakis,,,11/11/80,NY
N00000939,Jerrold Nadler,Nadler,D,NY12,M,1992,0,,202-225-5635,202-225-6923,http://nadler.house.gov,https://jerroldnadler.house.gov/forms/writeyourrep/default.aspx,2109 Rayburn House Office Building,N000002,26980,H2NY17071,RepJerryNadler,https://youtube.com/congressmannadler,CongressmanNadler,1947-06-13,NY
N00034549,Adriano Espaillat,Espaillat,D,NY13,M,2016,0,,202-225-4365,202-225-0816,https://espaillat.house.gov,,1630 Longworth House Office Building,E000297,,H2NY13096,RepEspaillat,,RepEspaillat,1954-09-27,NY
N00041162,Alexandria Ocasio-Cortez,Ocasio-Cortez,D,NY14,F,2018,0,,202-225-3965,,https://ocasio-cortez.house.gov/,,229 Cannon House Office Building,O000172,,H8NY15148,,,,1989-10-13,NY
N00044346,Ritchie Torres,Torres,D,NY15,M,2020,0,,202225-4361,202225-6001,https://ritchietorres.house.gov/,,"317 Cannon House Office Building Washington, DC  20515",T000486,,,@RepRitchie,,,03/12/88,NY
N00044790,Jamaal Bowman,Bowman,D,NY16,M,2020,0,,202225-2464,202225-5513,https://bowman.house.gov/,,"1605 Longworth House Office Building Washington, DC 20515",B001223,,,@RepBowman,,,04/01/76,NY
N00051208,Mike Lawler,Lawler,R,NY17,M,2022,0,,,,,,,L000599,,H2NY17162,,,,,NY
N00041165,Pat Ryan,Ryan,D,NY18,M,2022,0,,,,,,,,,,,,,,NY
N00049147,Marc Molinaro,Molinaro,R,NY19,M,2022,0,,,,,,,M001221,,H2NY19127,,,,,NY
N00030196,Paul Tonko,Tonko,D,NY20,M,2008,0,,202-225-5076,202-225-5077,https://tonko.house.gov,https://tonko.house.gov/email-form1,2463 Rayburn House Office Building,T000469,4403,H8NY21203,RepPaulTonko,https://youtube.com/reppaultonko,reppaultonko,1949-06-18,NY
N00035523,Elise Stefanik,Stefanik,R,NY21,F,2014,0,,202-225-4611,202-226-0621,https://stefanik.house.gov,,318 Cannon House Office Building,S001196,,H4NY21079,RepStefanik,,RepEliseStefanik,1984-07-02,NY
N00050433,Brandon Williams,Williams,R,NY22,M,2022,0,,,,,,,W000828,,H2NY22212,,,,,NY
N00051431,Nick Langworthy,Langworthy,R,NY23,M,2022,0,,,,,,,L000600,,H2NY23228,,,,,NY
N00036351,Claudia Tenney,Tenney,R,NY24,F,2020,0,,202-225-3665,,https://tenney.house.gov,,512 Cannon House Office Building,T000478,,H4NY22051,RepTenney,,RepClaudiaTenney,1961-02-04,NY
N00043207,Joseph D Morelle,Morelle,D,NY25,M,2018,0,,202-225-3615,,https://morelle.house.gov,,1317 Longworth House Office Building,M001206,,H8NY25105,repjoemorelle,,,1957-04-29,NY
N00027060,Brian Higgins,Higgins,D,NY26,M,2004,0,,202-225-3306,202-226-0347,http://higgins.house.gov,http://higgins.house.gov/contact/email-brian,2459 Rayburn House Office Building,H001038,23127,H4NY27076,RepBrianHiggins,https://youtube.com/CongressmanHiggins,RepBrianHiggins,1959-10-06,NY
N00027658,Kirsten Gillibrand,Gillibrand,D,NYS1,F,2009,0,,202-224-4451,202-228-0282,https://www.gillibrand.senate.gov,http://www.gillibrand.senate.gov/contact/,478 Russell Senate Office Building,G000555,65147,H6NY20167,SenGillibrand,https://youtube.com/KirstenEGillibrand,KirstenGillibrand,1966-12-09,NY
N00001093,Charles E Schumer,Schumer,D,NYS2,M,1998,0,,202-224-6542,202-228-3027,https://www.schumer.senate.gov,https://www.schumer.senate.gov/contact/email-chuck,322 Hart Senate Office Building,S000148,26976,S8NY00082,SenSchumer,https://youtube.com/SenatorSchumer,senschumer,1950-11-23,NY
N00040829,Kevin Hern,Hern,R,OK01,M,2018,0,,202-225-2211,,https://hern.house.gov,,1019 Longworth House Office Building,H001082,,H8OK01157,repkevinhern,,,1961-12-04,OK
N00051106,Josh Brecheen,Brecheen,R,OK02,M,2022,0,,,,,,,B001317,,H2OK02315,,,,,OK
N00005559,Frank D Lucas,Lucas,R,OK03,M,1994,0,,202-225-5565,202-225-8698,http://lucas.house.gov,https://lucas.house.gov/contact-me/email-me,2405 Rayburn House Office Building,L000491,27032,H4OK06056,RepFrankLucas,https://youtube.com/RepFrankLucas,7872057395,1960-01-06,OK
N00025726,Tom Cole,Cole,R,OK04,M,2002,0,,202-225-6165,202-225-3512,https://cole.house.gov,https://coleforms.house.gov/contact/default.aspx,2467 Rayburn House Office Building,C001053,46034,H2OK04055,TomColeOK04,https://youtube.com/reptomcole,TomColeOK04,1949-04-28,OK
N00044579,Stephanie Bice,Bice,R,OK05,F,2020,0,,202225-2132,,https://bice.house.gov/,,"1223 Longworth House Office Building, Washington, DC 20515",B000740,,,@RepBice,,RepStephanieBice,11/11/73,OK
N00031129,James Lankford,Lankford,R,OKS1,M,2014,0,,202-224-5754,,https://www.lankford.senate.gov,http://www.lankford.senate.gov/contact/email,316 Hart Senate Office Building,L000575,124938,H0OK05114,SenatorLankford,https://youtube.com/SenatorLankford,SenatorLankford,1968-03-04,OK
N00033410,Markwayne Mullin,Mullin,R,OKS2,M,2022,0,,202-225-2701,202-225-3038,https://mullin.house.gov,https://mullin.house.gov/contact/email-me,1113 Longworth House Office Building,M001190,135898,H2OK02083,RepMullin,,RepMullin,1977-07-26,OK
N00035616,Ryan Zinke,Zinke,R,MT01,M,2022,0,,202-225-3211,202-225-5687,https://zinke.house.gov,,113 Cannon House Office Building,Z000018,,H4MT01041,RepRyanZinke,,CongressmanRyanZinke,1961-11-01,MT
N00035517,Matt Rosendale,Rosendale,R,MT02,M,2020,0,,202225-3211,,https://rosendale.house.gov/,,"1037 Longworth HOB Washington, DC 20515",R000103,120815,,@RepRosendale,,,07/07/60,MT
N00027605,Jon Tester,Tester,D,MTS1,M,2006,0,,202-224-2644,202-224-8594,https://www.tester.senate.gov,https://www.tester.senate.gov/?p=email_senator,311 Hart Senate Office Building,T000464,20928,S6MT00162,SenatorTester,https://youtube.com/senatorjontester,senatortester,1956-08-21,MT
N00033054,Steven Daines,Daines,R,MTS2,M,2014,0,,202-224-2651,202-228-1236,https://www.daines.senate.gov,https://www.daines.senate.gov/connect/email-steve,320 Hart Senate Office Building,D000618,135720,H2MT01060,SteveDaines,https://youtube.com/SteveDainesMT,SteveDainesMT,1962-08-20,MT
