sector_name,sectorid,indivs,pacs,total,last_updated,cycle,cid
Energy/Nat Resource,E,27921,83000,110921,03/20/2023,2022,N00035670
Finance/Insur/RealEst,F,639025,200900,839925,03/20/2023,2022,N00035670
Health,H,68129,54000,122129,03/20/2023,2022,N00035670
Lawyers & Lobbyists,K,168141,22250,190391,03/20/2023,2022,N00035670
Transportation,M,51825,89500,141325,03/20/2023,2022,N00035670
Misc Business,N,229584,107304,336888,03/20/2023,2022,N00035670
Labor,P,725,26000,26725,03/20/2023,2022,N00035670
Ideology/Single-Issue,Q,597227,333610,930837,03/20/2023,2022,N00035670
Other,W,750854,0,750854,03/20/2023,2022,N00035670
Agribusiness,A,36600,24000,60600,03/20/2023,2022,N00036351
Communic/Electronics,B,27272,15000,42272,03/20/2023,2022,N00036351
Construction,C,56959,5500,62459,03/20/2023,2022,N00036351
Defense,D,5105,15500,20605,03/20/2023,2022,N00036351
Energy/Nat Resource,E,82299,15000,97299,03/20/2023,2022,N00036351
Finance/Insur/RealEst,F,388711,175400,564111,03/20/2023,2022,N00036351
Health,H,31216,16500,47716,03/20/2023,2022,N00036351
Lawyers & Lobbyists,K,55404,3000,58404,03/20/2023,2022,N00036351
Transportation,M,31436,6500,37936,03/20/2023,2022,N00036351
Misc Business,N,146120,35000,181120,03/20/2023,2022,N00036351
Labor,P,2505,40000,42505,03/20/2023,2022,N00036351
Ideology/Single-Issue,Q,140270,358250,498520,03/20/2023,2022,N00036351
Other,W,409522,6000,415522,03/20/2023,2022,N00036351
Agribusiness,A,20300,14000,34300,03/20/2023,2022,N00041873
Communic/Electronics,B,14345,5000,19345,03/20/2023,2022,N00041873
Construction,C,85150,11500,96650,03/20/2023,2022,N00041873
Defense,D,750,7000,7750,03/20/2023,2022,N00041873
Energy/Nat Resource,E,30122,0,30122,03/20/2023,2022,N00041873
Finance/Insur/RealEst,F,291120,13000,304120,03/20/2023,2022,N00041873
Health,H,94322,37000,131322,03/20/2023,2022,N00041873
Lawyers & Lobbyists,K,21400,2500,23900,03/20/2023,2022,N00041873
Transportation,M,35675,20000,55675,03/20/2023,2022,N00041873
Misc Business,N,105401,21000,126401,03/20/2023,2022,N00041873
Ideology/Single-Issue,Q,146889,79800,226689,03/20/2023,2022,N00041873
Other,W,236418,0,236418,03/20/2023,2022,N00041873
Agribusiness,A,9301,10000,19301,03/20/2023,2022,N00026368
Communic/Electronics,B,500,64500,65000,03/20/2023,2022,N00026368
Construction,C,52922,56500,109422,03/20/2023,2022,N00026368
Defense,D,0,1000,1000,03/20/2023,2022,N00026368
Energy/Nat Resource,E,19550,88000,107550,03/20/2023,2022,N00026368
Finance/Insur/RealEst,F,119570,101000,220570,03/20/2023,2022,N00026368
Health,H,36505,61500,98005,03/20/2023,2022,N00026368
Lawyers & Lobbyists,K,34725,7000,41725,03/20/2023,2022,N00026368
Transportation,M,31300,44500,75800,03/20/2023,2022,N00026368
Misc Business,N,138675,76000,214675,03/20/2023,2022,N00026368
Labor,P,0,3500,3500,03/20/2023,2022,N00026368
Ideology/Single-Issue,Q,41026,82384,123410,03/20/2023,2022,N00026368
Other,W,123140,2500,125640,03/20/2023,2022,N00026368
Agribusiness,A,149070,164000,313070,03/20/2023,2022,N00047972
Communic/Electronics,B,35800,37500,73300,03/20/2023,2022,N00047972
Construction,C,133300,37000,170300,03/20/2023,2022,N00047972
Defense,D,19700,13800,33500,03/20/2023,2022,N00047972
Energy/Nat Resource,E,38850,43500,82350,03/20/2023,2022,N00047972
Finance/Insur/RealEst,F,231664,127850,359514,03/20/2023,2022,N00047972
Health,H,153934,37400,191334,03/20/2023,2022,N00047972
Lawyers & Lobbyists,K,112100,16000,128100,03/20/2023,2022,N00047972
Transportation,M,32650,45300,77950,03/20/2023,2022,N00047972
Misc Business,N,73285,53598,126883,03/20/2023,2022,N00047972
Labor,P,0,18500,18500,03/20/2023,2022,N00047972
Ideology/Single-Issue,Q,92610,308091,400701,03/20/2023,2022,N00047972
Other,W,103717,2500,106217,03/20/2023,2022,N00047972
Agribusiness,A,18098,0,18098,03/20/2023,2022,N00050407
Communic/Electronics,B,173806,0,173806,03/20/2023,2022,N00050407
Construction,C,35166,0,35166,03/20/2023,2022,N00050407
Defense,D,4025,0,4025,03/20/2023,2022,N00050407
Energy/Nat Resource,E,24515,0,24515,03/20/2023,2022,N00050407
Finance/Insur/RealEst,F,371469,8500,379969,03/20/2023,2022,N00050407
Health,H,199098,8000,207098,03/20/2023,2022,N00050407
Lawyers & Lobbyists,K,216547,10000,226547,03/20/2023,2022,N00050407
Transportation,M,22779,0,22779,03/20/2023,2022,N00050407
Misc Business,N,162250,0,162250,03/20/2023,2022,N00050407
Labor,P,1750,118500,120250,03/20/2023,2022,N00050407
Ideology/Single-Issue,Q,71613,236033,307646,03/20/2023,2022,N00050407
Other,W,889610,0,889610,03/20/2023,2022,N00050407
Agribusiness,A,4320,9000,13320,03/20/2023,2022,N00004724
Communic/Electronics,B,36975,37990,74965,03/20/2023,2022,N00004724
Construction,C,13825,0,13825,03/20/2023,2022,N00004724
Energy/Nat Resource,E,2410,5000,7410,03/20/2023,2022,N00004724
Finance/Insur/RealEst,F,81215,30500,111715,03/20/2023,2022,N00004724
Health,H,41875,95000,136875,03/20/2023,2022,N00004724
Lawyers & Lobbyists,K,159535,15250,174785,03/20/2023,2022,N00004724
Transportation,M,1200,20000,21200,03/20/2023,2022,N00004724
Misc Business,N,69633,33500,103133,03/20/2023,2022,N00004724
Labor,P,175,193500,193675,03/20/2023,2022,N00004724
Ideology/Single-Issue,Q,167762,31887,199649,03/20/2023,2022,N00004724
Other,W,223171,1000,224171,03/20/2023,2022,N00004724
Agribusiness,A,20425,0,20425,03/20/2023,2022,N00049142
Communic/Electronics,B,119208,0,119208,03/20/2023,2022,N00049142
Construction,C,22211,0,22211,03/20/2023,2022,N00049142
Defense,D,10438,0,10438,03/20/2023,2022,N00049142
Energy/Nat Resource,E,11608,0,11608,03/20/2023,2022,N00049142
Finance/Insur/RealEst,F,320353,1300,321653,03/20/2023,2022,N00049142
Health,H,107996,0,107996,03/20/2023,2022,N00049142
Lawyers & Lobbyists,K,174742,10000,184742,03/20/2023,2022,N00049142
Transportation,M,5350,0,5350,03/20/2023,2022,N00049142
Misc Business,N,92358,2500,94858,03/20/2023,2022,N00049142
Labor,P,250,128500,128750,03/20/2023,2022,N00049142
Ideology/Single-Issue,Q,255176,255157,510333,03/20/2023,2022,N00049142
Other,W,836721,0,836721,03/20/2023,2022,N00049142
Agribusiness,A,123230,13300,136530,03/20/2023,2022,N00045793
Communic/Electronics,B,44902,0,44902,03/20/2023,2022,N00045793
Construction,C,77891,17500,95391,03/20/2023,2022,N00045793
Defense,D,3940,2500,6440,03/20/2023,2022,N00045793
Energy/Nat Resource,E,121248,42400,163648,03/20/2023,2022,N00045793
Finance/Insur/RealEst,F,631087,40500,671587,03/20/2023,2022,N00045793
Health,H,86625,12500,99125,03/20/2023,2022,N00045793
Lawyers & Lobbyists,K,55309,0,55309,03/20/2023,2022,N00045793
Transportation,M,48820,17000,65820,03/20/2023,2022,N00045793
Misc Business,N,161052,37000,198052,03/20/2023,2022,N00045793
Labor,P,0,6000,6000,03/20/2023,2022,N00045793
Ideology/Single-Issue,Q,307166,375850,683016,03/20/2023,2022,N00045793
Other,W,595989,0,595989,03/20/2023,2022,N00045793
Agribusiness,A,203695,63500,267195,03/20/2023,2022,N00033177
Communic/Electronics,B,936605,199700,1136305,03/20/2023,2022,N00033177
Construction,C,184355,55200,239555,03/20/2023,2022,N00033177
Defense,D,204786,187900,392686,03/20/2023,2022,N00033177
Energy/Nat Resource,E,198046,111776,309822,03/20/2023,2022,N00033177
Finance/Insur/RealEst,F,2764647,372800,3137447,03/20/2023,2022,N00033177
Health,H,769104,362450,1131554,03/20/2023,2022,N00033177
Lawyers & Lobbyists,K,2788394,160550,2948944,03/20/2023,2022,N00033177
Transportation,M,140111,97900,238011,03/20/2023,2022,N00033177
Misc Business,N,1033262,184157,1217419,03/20/2023,2022,N00033177
Labor,P,11589,231350,242939,03/20/2023,2022,N00033177
Ideology/Single-Issue,Q,1115699,468431,1584130,03/20/2023,2022,N00033177
Other,W,3190720,14000,3204720,03/20/2023,2022,N00033177
Agribusiness,A,2250,23180,25430,03/20/2023,2022,N00029891
Communic/Electronics,B,95508,128300,223808,03/20/2023,2022,N00029891
Construction,C,2829,52000,54829,03/20/2023,2022,N00029891
Defense,D,49582,85900,135482,03/20/2023,2022,N00029891
Energy/Nat Resource,E,3325,19500,22825,03/20/2023,2022,N00029891
Finance/Insur/RealEst,F,107694,104000,211694,03/20/2023,2022,N00029891
Health,H,12089,34500,46589,03/20/2023,2022,N00029891
Lawyers & Lobbyists,K,92088,25500,117588,03/20/2023,2022,N00029891
Transportation,M,22461,41500,63961,03/20/2023,2022,N00029891
Misc Business,N,45719,44500,90219,03/20/2023,2022,N00029891
Labor,P,3500,246400,249900,03/20/2023,2022,N00029891
Ideology/Single-Issue,Q,17829,21512,39341,03/20/2023,2022,N00029891
Other,W,207758,0,207758,03/20/2023,2022,N00029891
Agribusiness,A,49355,6000,55355,03/20/2023,2022,N00027894
Communic/Electronics,B,62206,30000,92206,03/20/2023,2022,N00027894
Construction,C,134446,15000,149446,03/20/2023,2022,N00027894
Defense,D,3956,2500,6456,03/20/2023,2022,N00027894
Energy/Nat Resource,E,51331,13000,64331,03/20/2023,2022,N00027894
Finance/Insur/RealEst,F,342038,27000,369038,03/20/2023,2022,N00027894
Health,H,134865,12500,147365,03/20/2023,2022,N00027894
Lawyers & Lobbyists,K,49966,2000,51966,03/20/2023,2022,N00027894
Transportation,M,49900,15000,64900,03/20/2023,2022,N00027894
Misc Business,N,185490,36900,222390,03/20/2023,2022,N00027894
Labor,P,260,0,260,03/20/2023,2022,N00027894
Ideology/Single-Issue,Q,1461958,80764,1542722,03/20/2023,2022,N00027894
Other,W,1909999,0,1909999,03/20/2023,2022,N00027894
Agribusiness,A,15925,61400,77325,03/20/2023,2022,N00029675
Communic/Electronics,B,19100,192400,211500,03/20/2023,2022,N00029675
Construction,C,1500,28500,30000,03/20/2023,2022,N00029675
Defense,D,0,5000,5000,03/20/2023,2022,N00029675
Energy/Nat Resource,E,6800,98500,105300,03/20/2023,2022,N00029675
Finance/Insur/RealEst,F,42300,184500,226800,03/20/2023,2022,N00029675
Health,H,70100,796800,866900,03/20/2023,2022,N00029675
Lawyers & Lobbyists,K,135150,42750,177900,03/20/2023,2022,N00029675
Transportation,M,7200,65500,72700,03/20/2023,2022,N00029675
Misc Business,N,20300,109973,130273,03/20/2023,2022,N00029675
Labor,P,0,13500,13500,03/20/2023,2022,N00029675
Ideology/Single-Issue,Q,2500,95900,98400,03/20/2023,2022,N00029675
Other,W,48600,7500,56100,03/20/2023,2022,N00029675
Agribusiness,A,87366,15000,102366,03/20/2023,2022,N00027658
Communic/Electronics,B,1446184,23000,1469184,03/20/2023,2022,N00027658
Construction,C,136576,14500,151076,03/20/2023,2022,N00027658
Defense,D,11497,17500,28997,03/20/2023,2022,N00027658
Energy/Nat Resource,E,81376,15500,96876,03/20/2023,2022,N00027658
Finance/Insur/RealEst,F,2860495,131200,2991695,03/20/2023,2022,N00027658
Health,H,708348,36750,745098,03/20/2023,2022,N00027658
Lawyers & Lobbyists,K,2892803,36808,2929611,03/20/2023,2022,N00027658
Transportation,M,41981,6000,47981,03/20/2023,2022,N00027658
Misc Business,N,1193559,71400,1264959,03/20/2023,2022,N00027658
Labor,P,11127,131000,142127,03/20/2023,2022,N00027658
Ideology/Single-Issue,Q,567538,477010,1044548,03/20/2023,2022,N00027658
Other,W,2872163,2500,2874663,03/20/2023,2022,N00027658
Agribusiness,A,13800,49115,62915,03/20/2023,2022,N00046067
Communic/Electronics,B,2650,7500,10150,03/20/2023,2022,N00046067
Construction,C,28121,30000,58121,03/20/2023,2022,N00046067
Defense,D,4200,7000,11200,03/20/2023,2022,N00046067
Energy/Nat Resource,E,40895,40000,80895,03/20/2023,2022,N00046067
Finance/Insur/RealEst,F,177545,17000,194545,03/20/2023,2022,N00046067
Health,H,42048,5000,47048,03/20/2023,2022,N00046067
Lawyers & Lobbyists,K,32870,6400,39270,03/20/2023,2022,N00046067
Transportation,M,6747,49900,56647,03/20/2023,2022,N00046067
Misc Business,N,52097,17000,69097,03/20/2023,2022,N00046067
Labor,P,0,24000,24000,03/20/2023,2022,N00046067
Ideology/Single-Issue,Q,33155,56334,89489,03/20/2023,2022,N00046067
Other,W,147584,0,147584,03/20/2023,2022,N00046067
Agribusiness,A,27685,99500,127185,03/20/2023,2022,N00009771
Communic/Electronics,B,72644,214500,287144,03/20/2023,2022,N00009771
Construction,C,120819,170500,291319,03/20/2023,2022,N00009771
Defense,D,22030,127500,149530,03/20/2023,2022,N00009771
Energy/Nat Resource,E,307459,457499,764958,03/20/2023,2022,N00009771
Finance/Insur/RealEst,F,593343,403389,996732,03/20/2023,2022,N00009771
Health,H,206182,302750,508932,03/20/2023,2022,N00009771
Lawyers & Lobbyists,K,339896,96550,436446,03/20/2023,2022,N00009771
Transportation,M,94570,301500,396070,03/20/2023,2022,N00009771
Misc Business,N,268966,429901,698867,03/20/2023,2022,N00009771
Labor,P,40,101000,101040,03/20/2023,2022,N00009771
Ideology/Single-Issue,Q,212509,487650,700159,03/20/2023,2022,N00009771
Other,W,599708,21000,620708,03/20/2023,2022,N00009771
Agribusiness,A,5800,31750,37550,03/20/2023,2022,N00009759
Communic/Electronics,B,13400,53000,66400,03/20/2023,2022,N00009759
Construction,C,1910,86750,88660,03/20/2023,2022,N00009759
Defense,D,1000,69000,70000,03/20/2023,2022,N00009759
Energy/Nat Resource,E,39225,82000,121225,03/20/2023,2022,N00009759
Finance/Insur/RealEst,F,22875,52000,74875,03/20/2023,2022,N00009759
Health,H,3115,29000,32115,03/20/2023,2022,N00009759
Lawyers & Lobbyists,K,84730,27250,111980,03/20/2023,2022,N00009759
Transportation,M,37099,301500,338599,03/20/2023,2022,N00009759
Misc Business,N,54680,56000,110680,03/20/2023,2022,N00009759
Labor,P,250,265000,265250,03/20/2023,2022,N00009759
Ideology/Single-Issue,Q,26950,31512,58462,03/20/2023,2022,N00009759
Other,W,107961,0,107961,03/20/2023,2022,N00009759
Agribusiness,A,26550,17500,44050,03/20/2023,2022,N00038779
Communic/Electronics,B,48250,86000,134250,03/20/2023,2022,N00038779
Construction,C,75053,100500,175553,03/20/2023,2022,N00038779
Defense,D,4900,14000,18900,03/20/2023,2022,N00038779
Energy/Nat Resource,E,27360,100000,127360,03/20/2023,2022,N00038779
Finance/Insur/RealEst,F,791175,261000,1052175,03/20/2023,2022,N00038779
Health,H,60341,281937,342278,03/20/2023,2022,N00038779
Lawyers & Lobbyists,K,99660,45000,144660,03/20/2023,2022,N00038779
Transportation,M,21150,99000,120150,03/20/2023,2022,N00038779
Misc Business,N,147965,150000,297965,03/20/2023,2022,N00038779
Labor,P,400,347500,347900,03/20/2023,2022,N00038779
Ideology/Single-Issue,Q,165007,523127,688134,03/20/2023,2022,N00038779
Other,W,411967,7500,419467,03/20/2023,2022,N00038779
Agribusiness,A,19602,52500,72102,03/20/2023,2022,N00033638
Communic/Electronics,B,103914,115050,218964,03/20/2023,2022,N00033638
Construction,C,33753,14000,47753,03/20/2023,2022,N00033638
Defense,D,2500,27500,30000,03/20/2023,2022,N00033638
Energy/Nat Resource,E,33475,102400,135875,03/20/2023,2022,N00033638
Finance/Insur/RealEst,F,532755,328500,861255,03/20/2023,2022,N00033638
Health,H,128701,255500,384201,03/20/2023,2022,N00033638
Lawyers & Lobbyists,K,280269,63755,344024,03/20/2023,2022,N00033638
Transportation,M,7318,53000,60318,03/20/2023,2022,N00033638
Misc Business,N,237288,189000,426288,03/20/2023,2022,N00033638
Labor,P,975,233000,233975,03/20/2023,2022,N00033638
Ideology/Single-Issue,Q,280693,668365,949058,03/20/2023,2022,N00033638
Other,W,453161,3000,456161,03/20/2023,2022,N00033638
Agribusiness,A,17678,-1000,16678,03/20/2023,2022,N00026427
Communic/Electronics,B,594099,0,594099,03/20/2023,2022,N00026427
Construction,C,38233,0,38233,03/20/2023,2022,N00026427
Defense,D,918,0,918,03/20/2023,2022,N00026427
Energy/Nat Resource,E,55137,0,55137,03/20/2023,2022,N00026427
Finance/Insur/RealEst,F,1511404,0,1511404,03/20/2023,2022,N00026427
Health,H,289451,1000,290451,03/20/2023,2022,N00026427
Lawyers & Lobbyists,K,311290,0,311290,03/20/2023,2022,N00026427
Transportation,M,29289,0,29289,03/20/2023,2022,N00026427
Misc Business,N,271859,0,271859,03/20/2023,2022,N00026427
Labor,P,7709,-1000,6709,03/20/2023,2022,N00026427
Ideology/Single-Issue,Q,288245,8012,296257,03/20/2023,2022,N00026427
Other,W,839611,-1000,838611,03/20/2023,2022,N00026427
Agribusiness,A,175734,116500,292234,03/20/2023,2022,N00030245
Communic/Electronics,B,116465,99500,215965,03/20/2023,2022,N00030245
Construction,C,375608,72500,448108,03/20/2023,2022,N00030245
Defense,D,27880,50500,78380,03/20/2023,2022,N00030245
Energy/Nat Resource,E,396617,377600,774217,03/20/2023,2022,N00030245
Finance/Insur/RealEst,F,1942524,442900,2385424,03/20/2023,2022,N00030245
Health,H,1603451,1005639,2609090,03/20/2023,2022,N00030245
Lawyers & Lobbyists,K,679612,144100,823712,03/20/2023,2022,N00030245
Transportation,M,289671,180600,470271,03/20/2023,2022,N00030245
Misc Business,N,666099,289740,955839,03/20/2023,2022,N00030245
Labor,P,3060,25500,28560,03/20/2023,2022,N00030245
Ideology/Single-Issue,Q,440970,548395,989365,03/20/2023,2022,N00030245
Other,W,1104130,16300,1120430,03/20/2023,2022,N00030245
Agribusiness,A,96900,385300,482200,03/20/2023,2022,N00026341
Communic/Electronics,B,13225,44780,58005,03/20/2023,2022,N00026341
Construction,C,27166,44000,71166,03/20/2023,2022,N00026341
Defense,D,0,4000,4000,03/20/2023,2022,N00026341
Energy/Nat Resource,E,20900,158999,179899,03/20/2023,2022,N00026341
Finance/Insur/RealEst,F,247508,75000,322508,03/20/2023,2022,N00026341
Health,H,51555,20500,72055,03/20/2023,2022,N00026341
Lawyers & Lobbyists,K,62360,14500,76860,03/20/2023,2022,N00026341
Transportation,M,10300,33500,43800,03/20/2023,2022,N00026341
Misc Business,N,53566,104000,157566,03/20/2023,2022,N00026341
Labor,P,0,93900,93900,03/20/2023,2022,N00026341
Ideology/Single-Issue,Q,70075,79412,149487,03/20/2023,2022,N00026341
Other,W,131140,3000,134140,03/20/2023,2022,N00026341
Agribusiness,A,639172,88400,727572,03/20/2023,2022,N00046489
Communic/Electronics,B,7297525,41000,7338525,03/20/2023,2022,N00046489
Construction,C,1088930,2000,1090930,03/20/2023,2022,N00046489
Defense,D,351719,0,351719,03/20/2023,2022,N00046489
Energy/Nat Resource,E,764158,10000,774158,03/20/2023,2022,N00046489
Finance/Insur/RealEst,F,7763274,117500,7880774,03/20/2023,2022,N00046489
Health,H,6038585,85200,6123785,03/20/2023,2022,N00046489
Lawyers & Lobbyists,K,7285416,102507,7387923,03/20/2023,2022,N00046489
Transportation,M,705344,8000,713344,03/20/2023,2022,N00046489
Misc Business,N,4296319,36025,4332344,03/20/2023,2022,N00046489
Labor,P,124078,437500,561578,03/20/2023,2022,N00046489
Ideology/Single-Issue,Q,5698200,1045081,6743281,03/20/2023,2022,N00046489
Other,W,42129693,13300,42142993,03/20/2023,2022,N00046489
Agribusiness,A,237841,94850,332691,03/20/2023,2022,N00007364
Communic/Electronics,B,478977,166450,645427,03/20/2023,2022,N00007364
Construction,C,75137,41900,117037,03/20/2023,2022,N00007364
Defense,D,35905,48500,84405,03/20/2023,2022,N00007364
Energy/Nat Resource,E,133347,60100,193447,03/20/2023,2022,N00007364
Finance/Insur/RealEst,F,1033093,140400,1173493,03/20/2023,2022,N00007364
Health,H,238881,133500,372381,03/20/2023,2022,N00007364
Lawyers & Lobbyists,K,813191,56950,870141,03/20/2023,2022,N00007364
Transportation,M,74262,39000,113262,03/20/2023,2022,N00007364
Misc Business,N,498102,142700,640802,03/20/2023,2022,N00007364
Labor,P,2535,48500,51035,03/20/2023,2022,N00007364
Ideology/Single-Issue,Q,464906,229349,694255,03/20/2023,2022,N00007364
Other,W,1023151,0,1023151,03/20/2023,2022,N00007364
Agribusiness,A,33374,3000,36374,03/20/2023,2022,N00048315
Communic/Electronics,B,31017,0,31017,03/20/2023,2022,N00048315
Construction,C,63526,12000,75526,03/20/2023,2022,N00048315
Defense,D,46286,0,46286,03/20/2023,2022,N00048315
Energy/Nat Resource,E,49399,7500,56899,03/20/2023,2022,N00048315
Finance/Insur/RealEst,F,547502,22400,569902,03/20/2023,2022,N00048315
